PSI 3hr,Datetime,DayOfWeek,Period,DayOfMonth,Month
62,  3pm 21 May 2014,Tues,afternoon,21,May
62,  4pm 21 May 2014,Tues,afternoon,21,May
60,  5pm 21 May 2014,Tues,afternoon,21,May
59,  6pm 21 May 2014,Tues,afternoon,21,May
59,  7pm 21 May 2014,Tues,evening,21,May
64,  9pm 21 May 2014,Tues,evening,21,May
65,  10pm 21 May 2014,Tues,evening,21,May
65,  11pm 21 May 2014,Tues,evening,21,May
64,  12am 22 May 2014,Wed,night,22,May
65,  1am 22 May 2014,Wed,night,22,May
66,  2am 22 May 2014,Wed,night,22,May
68,  3am 22 May 2014,Wed,night,22,May
68,  4am 22 May 2014,Wed,night,22,May
67,  5am 22 May 2014,Wed,night,22,May
68,  6am 22 May 2014,Wed,morning,22,May
68,  7am 22 May 2014,Wed,morning,22,May
71,  8am 22 May 2014,Wed,morning,22,May
75,  9am 22 May 2014,Wed,morning,22,May
78,  10am 22 May 2014,Wed,morning,22,May
76,  11am 22 May 2014,Wed,morning,22,May
69,  12pm 22 May 2014,Wed,afternoon,22,May
61,  1pm 22 May 2014,Wed,afternoon,22,May
54,  2pm 22 May 2014,Wed,afternoon,22,May
44,  3pm 22 May 2014,Wed,afternoon,22,May
35,  4pm 22 May 2014,Wed,afternoon,22,May
33,  5pm 22 May 2014,Wed,afternoon,22,May
36,  6pm 22 May 2014,Wed,afternoon,22,May
38,  7pm 22 May 2014,Wed,evening,22,May
39,  8pm 22 May 2014,Wed,evening,22,May
34,  9pm 22 May 2014,Wed,evening,22,May
32,  10pm 22 May 2014,Wed,evening,22,May
29,  11pm 22 May 2014,Wed,evening,22,May
27,  12am 23 May 2014,Thurs,night,23,May
24,  1am 23 May 2014,Thurs,night,23,May
22,  2am 23 May 2014,Thurs,night,23,May
23,  3am 23 May 2014,Thurs,night,23,May
28,  4am 23 May 2014,Thurs,night,23,May
28,  5am 23 May 2014,Thurs,night,23,May
27,  6am 23 May 2014,Thurs,morning,23,May
27,  7am 23 May 2014,Thurs,morning,23,May
28,  8am 23 May 2014,Thurs,morning,23,May
31,  9am 23 May 2014,Thurs,morning,23,May
29,  10am 23 May 2014,Thurs,morning,23,May
30,  11am 23 May 2014,Thurs,morning,23,May
41,  12pm 23 May 2014,Thurs,afternoon,23,May
51,  1pm 23 May 2014,Thurs,afternoon,23,May
52,  2pm 23 May 2014,Thurs,afternoon,23,May
49,  3pm 23 May 2014,Thurs,afternoon,23,May
43,  4pm 23 May 2014,Thurs,afternoon,23,May
47,  5pm 23 May 2014,Thurs,afternoon,23,May
49,  6pm 23 May 2014,Thurs,afternoon,23,May
51,  7pm 23 May 2014,Thurs,evening,23,May
51,  8pm 23 May 2014,Thurs,evening,23,May
47,  5pm 23 May 2014,Thurs,afternoon,23,May
54,  10pm 23 May 2014,Thurs,evening,23,May
57,  11pm 23 May 2014,Thurs,evening,23,May
61,  12am 24 May 2014,Fri,night,24,May
63,  1am 24 May 2014,Fri,night,24,May
62,  2am 24 May 2014,Fri,night,24,May
60,  3am 24 May 2014,Fri,night,24,May
58,  4am 24 May 2014,Fri,night,24,May
58,  5am 24 May 2014,Fri,night,24,May
58,  6am 24 May 2014,Fri,morning,24,May
60,  7am 24 May 2014,Fri,morning,24,May
60,  8am 24 May 2014,Fri,morning,24,May
63,  9am 24 May 2014,Fri,morning,24,May
68,  10am 24 May 2014,Fri,morning,24,May
70,  11am 24 May 2014,Fri,morning,24,May
66,  12pm 24 May 2014,Fri,afternoon,24,May
53,  2pm 24 May 2014,Fri,afternoon,24,May
53,  3pm 24 May 2014,Fri,afternoon,24,May
53,  4pm 24 May 2014,Fri,afternoon,24,May
51,  5pm 24 May 2014,Fri,afternoon,24,May
43,  6pm 24 May 2014,Fri,afternoon,24,May
37,  7pm 24 May 2014,Fri,evening,24,May
33,  8pm 24 May 2014,Fri,evening,24,May
29,  9pm 24 May 2014,Fri,evening,24,May
25,  10pm 24 May 2014,Fri,evening,24,May
25,  11pm 24 May 2014,Fri,evening,24,May
28,  12am 25 May 2014,Sat,night,25,May
32,  1am 25 May 2014,Sat,night,25,May
36,  2am 25 May 2014,Sat,night,25,May
37,  3am 25 May 2014,Sat,night,25,May
35,  4am 25 May 2014,Sat,night,25,May
33,  5am 25 May 2014,Sat,night,25,May
34,  6am 25 May 2014,Sat,morning,25,May
39,  7am 25 May 2014,Sat,morning,25,May
48,  8am 25 May 2014,Sat,morning,25,May
52,  9am 25 May 2014,Sat,morning,25,May
53,  10am 25 May 2014,Sat,morning,25,May
54,  11am 25 May 2014,Sat,morning,25,May
52,  12pm 25 May 2014,Sat,afternoon,25,May
44,  1pm 25 May 2014,Sat,afternoon,25,May
39,  2pm 25 May 2014,Sat,afternoon,25,May
44,  3pm 25 May 2014,Sat,afternoon,25,May
50,  4pm 25 May 2014,Sat,afternoon,25,May
52,  5pm 25 May 2014,Sat,afternoon,25,May
50,  6pm 25 May 2014,Sat,afternoon,25,May
43,  7pm 25 May 2014,Sat,evening,25,May
33,  8pm 25 May 2014,Sat,evening,25,May
30,  9pm 25 May 2014,Sat,evening,25,May
33,  10pm 25 May 2014,Sat,evening,25,May
33,  11pm 25 May 2014,Sat,evening,25,May
31,  12am 26 May 2014,Sun,night,26,May
28,  1am 26 May 2014,Sun,night,26,May
25,  2am 26 May 2014,Sun,night,26,May
24,  3am 26 May 2014,Sun,night,26,May
23,  4am 26 May 2014,Sun,night,26,May
24,  5am 26 May 2014,Sun,night,26,May
24,  6am 26 May 2014,Sun,morning,26,May
25,  7am 26 May 2014,Sun,morning,26,May
28,  8am 26 May 2014,Sun,morning,26,May
38,  9am 26 May 2014,Sun,morning,26,May
51,  10am 26 May 2014,Sun,morning,26,May
53,  11am 26 May 2014,Sun,morning,26,May
53,  12pm 26 May 2014,Sun,afternoon,26,May
52,  1pm 26 May 2014,Sun,afternoon,26,May
52,  3pm 26 May 2014,Sun,afternoon,26,May
53,  4pm 26 May 2014,Sun,afternoon,26,May
53,  5pm 26 May 2014,Sun,afternoon,26,May
56,  6pm 26 May 2014,Sun,afternoon,26,May
57,  7pm 26 May 2014,Sun,evening,26,May
58,  8pm 26 May 2014,Sun,evening,26,May
57,  9pm 26 May 2014,Sun,evening,26,May
55,  10pm 26 May 2014,Sun,evening,26,May
53,  11pm 26 May 2014,Sun,evening,26,May
53,  12am 27 May 2014,Mon,night,27,May
57,  1am 27 May 2014,Mon,night,27,May
63,  2am 27 May 2014,Mon,night,27,May
69,  3am 27 May 2014,Mon,night,27,May
70,  4am 27 May 2014,Mon,night,27,May
71,  5am 27 May 2014,Mon,night,27,May
71,  6am 27 May 2014,Mon,morning,27,May
70,  7am 27 May 2014,Mon,morning,27,May
67,  8am 27 May 2014,Mon,morning,27,May
66,  9am 27 May 2014,Mon,morning,27,May
64,  10am 27 May 2014,Mon,morning,27,May
61,  11am 27 May 2014,Mon,morning,27,May
57,  12pm 27 May 2014,Mon,afternoon,27,May
54,  1pm 27 May 2014,Mon,afternoon,27,May
56,  2pm 27 May 2014,Mon,afternoon,27,May
55,  3pm 27 May 2014,Mon,afternoon,27,May
56,  4pm 27 May 2014,Mon,afternoon,27,May
57,  5pm 27 May 2014,Mon,afternoon,27,May
58,  6pm 27 May 2014,Mon,afternoon,27,May
58,  7pm 27 May 2014,Mon,evening,27,May
58,  8pm 27 May 2014,Mon,evening,27,May
54,  9pm 27 May 2014,Mon,evening,27,May
52,  10pm 27 May 2014,Mon,evening,27,May
41,  11pm 27 May 2014,Mon,evening,27,May
39,  12am 28 May 2014,Tues,night,28,May
32,  1am 28 May 2014,Tues,night,28,May
27,  2am 28 May 2014,Tues,night,28,May
21,  3am 28 May 2014,Tues,night,28,May
21,  4am 28 May 2014,Tues,night,28,May
26,  5am 28 May 2014,Tues,night,28,May
30,  6am 28 May 2014,Tues,morning,28,May
30,  7am 28 May 2014,Tues,morning,28,May
27,  8am 28 May 2014,Tues,morning,28,May
27,  9am 28 May 2014,Tues,morning,28,May
29,  10am 28 May 2014,Tues,morning,28,May
35,  11am 28 May 2014,Tues,morning,28,May
38,  12pm 28 May 2014,Tues,afternoon,28,May
43,  1pm 28 May 2014,Tues,afternoon,28,May
40,  2pm 28 May 2014,Tues,afternoon,28,May
45,  3pm 28 May 2014,Tues,afternoon,28,May
44,  4pm 28 May 2014,Tues,afternoon,28,May
45,  5pm 28 May 2014,Tues,afternoon,28,May
49,  6pm 28 May 2014,Tues,afternoon,28,May
52,  7pm 28 May 2014,Tues,evening,28,May
49,  8pm 28 May 2014,Tues,evening,28,May
36,  9pm 28 May 2014,Tues,evening,28,May
33,  10pm 28 May 2014,Tues,evening,28,May
37,  11pm 28 May 2014,Tues,evening,28,May
48,  12am 29 May 2014,Wed,night,29,May
53,  1am 29 May 2014,Wed,night,29,May
56,  2am 29 May 2014,Wed,night,29,May
58,  3am 29 May 2014,Wed,night,29,May
59,  4am 29 May 2014,Wed,night,29,May
61,  5am 29 May 2014,Wed,night,29,May
63,  6am 29 May 2014,Wed,morning,29,May
67,  8am 29 May 2014,Wed,morning,29,May
67,  9am 29 May 2014,Wed,morning,29,May
66,  10am 29 May 2014,Wed,morning,29,May
65,  11am 29 May 2014,Wed,morning,29,May
62,  12pm 29 May 2014,Wed,afternoon,29,May
56,  1pm 29 May 2014,Wed,afternoon,29,May
52,  2pm 29 May 2014,Wed,afternoon,29,May
52,  3pm 29 May 2014,Wed,afternoon,29,May
56,  4pm 29 May 2014,Wed,afternoon,29,May
59,  5pm 29 May 2014,Wed,afternoon,29,May
59,  6pm 29 May 2014,Wed,afternoon,29,May
56,  7pm 29 May 2014,Wed,evening,29,May
53,  8pm 29 May 2014,Wed,evening,29,May
54,  9pm 29 May 2014,Wed,evening,29,May
53,  10pm 29 May 2014,Wed,evening,29,May
54,  11pm 29 May 2014,Wed,evening,29,May
57,  12am 30 May 2014,Thurs,night,30,May
63,  1am 30 May 2014,Thurs,night,30,May
67,  2am 30 May 2014,Thurs,night,30,May
67,  3am 30 May 2014,Thurs,night,30,May
65,  4am 30 May 2014,Thurs,night,30,May
61,  5am 30 May 2014,Thurs,night,30,May
60,  6am 30 May 2014,Thurs,morning,30,May
57,  7am 30 May 2014,Thurs,morning,30,May
55,  8am 30 May 2014,Thurs,morning,30,May
53,  9am 30 May 2014,Thurs,morning,30,May
53,  10am 30 May 2014,Thurs,morning,30,May
54,  11am 30 May 2014,Thurs,morning,30,May
56,  12pm 30 May 2014,Thurs,afternoon,30,May
60,  1pm 30 May 2014,Thurs,afternoon,30,May
61,  2pm 30 May 2014,Thurs,afternoon,30,May
61,  3pm 30 May 2014,Thurs,afternoon,30,May
57,  4pm 30 May 2014,Thurs,afternoon,30,May
54,  5pm 30 May 2014,Thurs,afternoon,30,May
51,  6pm 30 May 2014,Thurs,afternoon,30,May
52,  7pm 30 May 2014,Thurs,evening,30,May
52,  8pm 30 May 2014,Thurs,evening,30,May
52,  9pm 30 May 2014,Thurs,evening,30,May
54,  10pm 30 May 2014,Thurs,evening,30,May
56,  11pm 30 May 2014,Thurs,evening,30,May
57,  12am 31 May 2014,Fri,night,31,May
54,  1am 31 May 2014,Fri,night,31,May
48,  2am 31 May 2014,Fri,night,31,May
42,  3am 31 May 2014,Fri,night,31,May
46,  4am 31 May 2014,Fri,night,31,May
52,  5am 31 May 2014,Fri,night,31,May
53,  6am 31 May 2014,Fri,morning,31,May
53,  7am 31 May 2014,Fri,morning,31,May
0,  8am 31 May 2014,Fri,morning,31,May
53,  9am 31 May 2014,Fri,morning,31,May
52,  10am 31 May 2014,Fri,morning,31,May
50,  11am 31 May 2014,Fri,morning,31,May
43,  12pm 31 May 2014,Fri,afternoon,31,May
44,  1pm 31 May 2014,Fri,afternoon,31,May
43,  2pm 31 May 2014,Fri,afternoon,31,May
43,  3pm 31 May 2014,Fri,afternoon,31,May
42,  4pm 31 May 2014,Fri,afternoon,31,May
42,  5pm 31 May 2014,Fri,afternoon,31,May
43,  6pm 31 May 2014,Fri,afternoon,31,May
30,  8pm 31 May 2014,Fri,evening,31,May
21,  9pm 31 May 2014,Fri,evening,31,May
18,  10pm 31 May 2014,Fri,evening,31,May
19,  11pm 31 May 2014,Fri,evening,31,May
21,  12am 01 Jun 2014,Sat,night,1,Jun
26,  1am 01 Jun 2014,Sat,night,1,Jun
30,  2am 01 Jun 2014,Sat,night,1,Jun
31,  3am 01 Jun 2014,Sat,night,1,Jun
30,  4am 01 Jun 2014,Sat,night,1,Jun
28,  5am 01 Jun 2014,Sat,night,1,Jun
30,  6am 01 Jun 2014,Sat,morning,1,Jun
32,  7am 01 Jun 2014,Sat,morning,1,Jun
31,  8am 01 Jun 2014,Sat,morning,1,Jun
30,  9am 01 Jun 2014,Sat,morning,1,Jun
26,  10am 01 Jun 2014,Sat,morning,1,Jun
29,  11am 01 Jun 2014,Sat,morning,1,Jun
34,  12pm 01 Jun 2014,Sat,afternoon,1,Jun
40,  1pm 01 Jun 2014,Sat,afternoon,1,Jun
40,  2pm 01 Jun 2014,Sat,afternoon,1,Jun
33,  3pm 01 Jun 2014,Sat,afternoon,1,Jun
31,  4pm 01 Jun 2014,Sat,afternoon,1,Jun
33,  5pm 01 Jun 2014,Sat,afternoon,1,Jun
43,  7pm 01 Jun 2014,Sat,evening,1,Jun
40,  8pm 01 Jun 2014,Sat,evening,1,Jun
38,  9pm 01 Jun 2014,Sat,evening,1,Jun
34,  10pm 01 Jun 2014,Sat,evening,1,Jun
34,  11pm 01 Jun 2014,Sat,evening,1,Jun
33,  12am 02 Jun 2014,Sun,night,2,Jun
39,  1am 02 Jun 2014,Sun,night,2,Jun
43,  2am 02 Jun 2014,Sun,night,2,Jun
48,  3am 02 Jun 2014,Sun,night,2,Jun
50,  4am 02 Jun 2014,Sun,night,2,Jun
50,  5am 02 Jun 2014,Sun,night,2,Jun
52,  6am 02 Jun 2014,Sun,morning,2,Jun
53,  7am 02 Jun 2014,Sun,morning,2,Jun
53,  8am 02 Jun 2014,Sun,morning,2,Jun
54,  9am 02 Jun 2014,Sun,morning,2,Jun
57,  10am 02 Jun 2014,Sun,morning,2,Jun
59,  11am 02 Jun 2014,Sun,morning,2,Jun
59,  12pm 02 Jun 2014,Sun,afternoon,2,Jun
57,  1pm 02 Jun 2014,Sun,afternoon,2,Jun
54,  2pm 02 Jun 2014,Sun,afternoon,2,Jun
54,  3pm 02 Jun 2014,Sun,afternoon,2,Jun
53,  4pm 02 Jun 2014,Sun,afternoon,2,Jun
53,  5pm 02 Jun 2014,Sun,afternoon,2,Jun
53,  6pm 02 Jun 2014,Sun,afternoon,2,Jun
52,  7pm 02 Jun 2014,Sun,evening,2,Jun
53,  8pm 02 Jun 2014,Sun,evening,2,Jun
53,  9pm 02 Jun 2014,Sun,evening,2,Jun
52,  10pm 02 Jun 2014,Sun,evening,2,Jun
48,  11pm 02 Jun 2014,Sun,evening,2,Jun
41,  12am 03 Jun 2014,Mon,night,3,Jun
40,  1am 03 Jun 2014,Mon,night,3,Jun
44,  2am 03 Jun 2014,Mon,night,3,Jun
48,  3am 03 Jun 2014,Mon,night,3,Jun
46,  4am 03 Jun 2014,Mon,night,3,Jun
45,  5am 03 Jun 2014,Mon,night,3,Jun
45,  6am 03 Jun 2014,Mon,morning,3,Jun
46,  7am 03 Jun 2014,Mon,morning,3,Jun
47,  8am 03 Jun 2014,Mon,morning,3,Jun
49,  9am 03 Jun 2014,Mon,morning,3,Jun
49,  10am 03 Jun 2014,Mon,morning,3,Jun
51,  11am 03 Jun 2014,Mon,morning,3,Jun
52,  12pm 03 Jun 2014,Mon,afternoon,3,Jun
55,  1pm 03 Jun 2014,Mon,afternoon,3,Jun
56,  2pm 03 Jun 2014,Mon,afternoon,3,Jun
58,  3pm 03 Jun 2014,Mon,afternoon,3,Jun
56,  4pm 03 Jun 2014,Mon,afternoon,3,Jun
55,  5pm 03 Jun 2014,Mon,afternoon,3,Jun
55,  5pm 03 Jun 2014,Mon,afternoon,3,Jun
53,  6pm 03 Jun 2014,Mon,afternoon,3,Jun
52,  8pm 03 Jun 2014,Mon,evening,3,Jun
46,  9pm 03 Jun 2014,Mon,evening,3,Jun
41,  10pm 03 Jun 2014,Mon,evening,3,Jun
36,  11pm 03 Jun 2014,Mon,evening,3,Jun
40,  12am 04 Jun 2014,Tues,night,4,Jun
39,  1am 04 Jun 2014,Tues,night,4,Jun
45,  2am 04 Jun 2014,Tues,night,4,Jun
46,  3am 04 Jun 2014,Tues,night,4,Jun
49,  4am 04 Jun 2014,Tues,night,4,Jun
51,  5am 04 Jun 2014,Tues,night,4,Jun
52,  6am 04 Jun 2014,Tues,morning,4,Jun
54,  7am 04 Jun 2014,Tues,morning,4,Jun
57,  8am 04 Jun 2014,Tues,morning,4,Jun
58,  9am 04 Jun 2014,Tues,morning,4,Jun
57,  10am 04 Jun 2014,Tues,morning,4,Jun
55,  11am 04 Jun 2014,Tues,morning,4,Jun
52,  12pm 04 Jun 2014,Tues,afternoon,4,Jun
51,  1pm 04 Jun 2014,Tues,afternoon,4,Jun
43,  2pm 04 Jun 2014,Tues,afternoon,4,Jun
40,  3pm 04 Jun 2014,Tues,afternoon,4,Jun
38,  4pm 04 Jun 2014,Tues,afternoon,4,Jun
40,  5pm 04 Jun 2014,Tues,afternoon,4,Jun
38,  6pm 04 Jun 2014,Tues,afternoon,4,Jun
42,  7pm 04 Jun 2014,Tues,evening,4,Jun
44,  8pm 04 Jun 2014,Tues,evening,4,Jun
42,  9pm 04 Jun 2014,Tues,evening,4,Jun
37,  10pm 04 Jun 2014,Tues,evening,4,Jun
35,  11pm 04 Jun 2014,Tues,evening,4,Jun
35,  12am 05 Jun 2014,Wed,night,5,Jun
35,  1am 05 Jun 2014,Wed,night,5,Jun
41,  2am 05 Jun 2014,Wed,night,5,Jun
48,  3am 05 Jun 2014,Wed,night,5,Jun
52,  5am 05 Jun 2014,Wed,night,5,Jun
54,  7am 05 Jun 2014,Wed,morning,5,Jun
52,  8am 05 Jun 2014,Wed,morning,5,Jun
45,  9am 05 Jun 2014,Wed,morning,5,Jun
37,  10am 05 Jun 2014,Wed,morning,5,Jun
47,  11am 05 Jun 2014,Wed,morning,5,Jun
52,  12pm 05 Jun 2014,Wed,afternoon,5,Jun
54,  1pm 05 Jun 2014,Wed,afternoon,5,Jun
0,  2pm 05 Jun 2014,Wed,afternoon,5,Jun
53,  3pm 05 Jun 2014,Wed,afternoon,5,Jun
49,  4pm 05 Jun 2014,Wed,afternoon,5,Jun
44,  5pm 05 Jun 2014,Wed,afternoon,5,Jun
41,  6pm 05 Jun 2014,Wed,afternoon,5,Jun
46,  7pm 05 Jun 2014,Wed,evening,5,Jun
50,  8pm 05 Jun 2014,Wed,evening,5,Jun
54,  9pm 05 Jun 2014,Wed,evening,5,Jun
55,  10pm 05 Jun 2014,Wed,evening,5,Jun
54,  11pm 05 Jun 2014,Wed,evening,5,Jun
53,  12am 06 Jun 2014,Thurs,night,6,Jun
52,  1am 06 Jun 2014,Thurs,night,6,Jun
45,  2am 06 Jun 2014,Thurs,night,6,Jun
36,  3am 06 Jun 2014,Thurs,night,6,Jun
26,  4am 06 Jun 2014,Thurs,night,6,Jun
22,  5am 06 Jun 2014,Thurs,night,6,Jun
25,  7am 06 Jun 2014,Thurs,morning,6,Jun
28,  8am 06 Jun 2014,Thurs,morning,6,Jun
28,  9am 06 Jun 2014,Thurs,morning,6,Jun
29,  10am 06 Jun 2014,Thurs,morning,6,Jun
31,  11am 06 Jun 2014,Thurs,morning,6,Jun
34,  12pm 06 Jun 2014,Thurs,afternoon,6,Jun
38,  1pm 06 Jun 2014,Thurs,afternoon,6,Jun
45,  2pm 06 Jun 2014,Thurs,afternoon,6,Jun
52,  3pm 06 Jun 2014,Thurs,afternoon,6,Jun
52,  4pm 06 Jun 2014,Thurs,afternoon,6,Jun
43,  5pm 06 Jun 2014,Thurs,afternoon,6,Jun
37,  6pm 06 Jun 2014,Thurs,afternoon,6,Jun
48,  7pm 06 Jun 2014,Thurs,evening,6,Jun
54,  8pm 06 Jun 2014,Thurs,evening,6,Jun
56,  9pm 06 Jun 2014,Thurs,evening,6,Jun
59,  10pm 06 Jun 2014,Thurs,evening,6,Jun
63,  11pm 06 Jun 2014,Thurs,evening,6,Jun
67,  12am 07 Jun 2014,Fri,night,7,Jun
67,  2am 07 Jun 2014,Fri,night,7,Jun
64,  3am 07 Jun 2014,Fri,night,7,Jun
61,  4am 07 Jun 2014,Fri,night,7,Jun
59,  5am 07 Jun 2014,Fri,night,7,Jun
59,  6am 07 Jun 2014,Fri,morning,7,Jun
59,  7am 07 Jun 2014,Fri,morning,7,Jun
60,  8am 07 Jun 2014,Fri,morning,7,Jun
64,  10am 07 Jun 2014,Fri,morning,7,Jun
61,  11am 07 Jun 2014,Fri,morning,7,Jun
56,  12pm 07 Jun 2014,Fri,afternoon,7,Jun
41,  2pm 07 Jun 2014,Fri,afternoon,7,Jun
36,  3pm 07 Jun 2014,Fri,afternoon,7,Jun
35,  4pm 07 Jun 2014,Fri,afternoon,7,Jun
35,  5pm 07 Jun 2014,Fri,afternoon,7,Jun
34,  6pm 07 Jun 2014,Fri,afternoon,7,Jun
36,  7pm 07 Jun 2014,Fri,evening,7,Jun
35,  8pm 07 Jun 2014,Fri,evening,7,Jun
34,  9pm 07 Jun 2014,Fri,evening,7,Jun
0,  10pm 07 Jun 2014,Fri,evening,7,Jun
29,  11pm 07 Jun 2014,Fri,evening,7,Jun
30,  12am 08 Jun 2014,Sat,night,8,Jun
30,  1am 08 Jun 2014,Sat,night,8,Jun
35,  2am 08 Jun 2014,Sat,night,8,Jun
35,  2am 08 Jun 2014,Sat,night,8,Jun
31,  5am 08 Jun 2014,Sat,night,8,Jun
30,  6am 08 Jun 2014,Sat,morning,8,Jun
32,  7am 08 Jun 2014,Sat,morning,8,Jun
35,  8am 08 Jun 2014,Sat,morning,8,Jun
36,  9am 08 Jun 2014,Sat,morning,8,Jun
37,  10am 08 Jun 2014,Sat,morning,8,Jun
41,  11am 08 Jun 2014,Sat,morning,8,Jun
49,  12pm 08 Jun 2014,Sat,afternoon,8,Jun
53,  1pm 08 Jun 2014,Sat,afternoon,8,Jun
53,  2pm 08 Jun 2014,Sat,afternoon,8,Jun
52,  3pm 08 Jun 2014,Sat,afternoon,8,Jun
46,  4pm 08 Jun 2014,Sat,afternoon,8,Jun
45,  5pm 08 Jun 2014,Sat,afternoon,8,Jun
43,  6pm 08 Jun 2014,Sat,afternoon,8,Jun
46,  7pm 08 Jun 2014,Sat,evening,8,Jun
44,  8pm 08 Jun 2014,Sat,evening,8,Jun
42,  9pm 08 Jun 2014,Sat,evening,8,Jun
38,  10pm 08 Jun 2014,Sat,evening,8,Jun
38,  11pm 08 Jun 2014,Sat,evening,8,Jun
39,  12am 09 Jun 2014,Sun,night,9,Jun
0,  1am 09 Jun 2014,Sun,night,9,Jun
34,  2am 09 Jun 2014,Sun,night,9,Jun
33,  3am 09 Jun 2014,Sun,night,9,Jun
37,  4am 09 Jun 2014,Sun,night,9,Jun
36,  5am 09 Jun 2014,Sun,night,9,Jun
36,  6am 09 Jun 2014,Sun,morning,9,Jun
35,  7am 09 Jun 2014,Sun,morning,9,Jun
39,  8am 09 Jun 2014,Sun,morning,9,Jun
44,  9am 09 Jun 2014,Sun,morning,9,Jun
48,  10am 09 Jun 2014,Sun,morning,9,Jun
53,  12pm 09 Jun 2014,Sun,afternoon,9,Jun
55,  1pm 09 Jun 2014,Sun,afternoon,9,Jun
55,  2pm 09 Jun 2014,Sun,afternoon,9,Jun
56,  3pm 09 Jun 2014,Sun,afternoon,9,Jun
58,  4pm 09 Jun 2014,Sun,afternoon,9,Jun
58,  5pm 09 Jun 2014,Sun,afternoon,9,Jun
57,  6pm 09 Jun 2014,Sun,afternoon,9,Jun
54,  7pm 09 Jun 2014,Sun,evening,9,Jun
52,  8pm 09 Jun 2014,Sun,evening,9,Jun
52,  9pm 09 Jun 2014,Sun,evening,9,Jun
53,  10pm 09 Jun 2014,Sun,evening,9,Jun
53,  11pm 09 Jun 2014,Sun,evening,9,Jun
52,  12am 10 Jun 2014,Mon,night,10,Jun
52,  1am 10 Jun 2014,Mon,night,10,Jun
53,  2am 10 Jun 2014,Mon,night,10,Jun
56,  3am 10 Jun 2014,Mon,night,10,Jun
59,  4am 10 Jun 2014,Mon,night,10,Jun
60,  5am 10 Jun 2014,Mon,night,10,Jun
61,  6am 10 Jun 2014,Mon,morning,10,Jun
64,  7am 10 Jun 2014,Mon,morning,10,Jun
65,  8am 10 Jun 2014,Mon,morning,10,Jun
66,  9am 10 Jun 2014,Mon,morning,10,Jun
64,  10am 10 Jun 2014,Mon,morning,10,Jun
59,  11am 10 Jun 2014,Mon,morning,10,Jun
55,  12pm 10 Jun 2014,Mon,afternoon,10,Jun
53,  1pm 10 Jun 2014,Mon,afternoon,10,Jun
55,  2pm 10 Jun 2014,Mon,afternoon,10,Jun
54,  3pm 10 Jun 2014,Mon,afternoon,10,Jun
52,  4pm 10 Jun 2014,Mon,afternoon,10,Jun
46,  5pm 10 Jun 2014,Mon,afternoon,10,Jun
52,  6pm 10 Jun 2014,Mon,afternoon,10,Jun
54,  7pm 10 Jun 2014,Mon,evening,10,Jun
55,  8pm 10 Jun 2014,Mon,evening,10,Jun
54,  9pm 10 Jun 2014,Mon,evening,10,Jun
53,  10pm 10 Jun 2014,Mon,evening,10,Jun
52,  11pm 10 Jun 2014,Mon,evening,10,Jun
51,  12am 11 Jun 2014,Tues,night,11,Jun
0,  1am 11 Jun 2014,Tues,night,11,Jun
52,  2am 11 Jun 2014,Tues,night,11,Jun
52,  3am 11 Jun 2014,Tues,night,11,Jun
52,  4am 11 Jun 2014,Tues,night,11,Jun
53,  5am 11 Jun 2014,Tues,night,11,Jun
53,  6am 11 Jun 2014,Tues,morning,11,Jun
51,  7am 11 Jun 2014,Tues,morning,11,Jun
48,  8am 11 Jun 2014,Tues,morning,11,Jun
44,  9am 11 Jun 2014,Tues,morning,11,Jun
41,  10am 11 Jun 2014,Tues,morning,11,Jun
38,  11am 11 Jun 2014,Tues,morning,11,Jun
38,  12pm 11 Jun 2014,Tues,afternoon,11,Jun
44,  1pm 11 Jun 2014,Tues,afternoon,11,Jun
49,  2pm 11 Jun 2014,Tues,afternoon,11,Jun
51,  3pm 11 Jun 2014,Tues,afternoon,11,Jun
50,  4pm 11 Jun 2014,Tues,afternoon,11,Jun
52,  5pm 11 Jun 2014,Tues,afternoon,11,Jun
54,  6pm 11 Jun 2014,Tues,afternoon,11,Jun
55,  7pm 11 Jun 2014,Tues,evening,11,Jun
54,  8pm 11 Jun 2014,Tues,evening,11,Jun
47,  9pm 11 Jun 2014,Tues,evening,11,Jun
36,  10pm 11 Jun 2014,Tues,evening,11,Jun
33,  11pm 11 Jun 2014,Tues,evening,11,Jun
39,  12am 12 Jun 2014,Wed,night,12,Jun
42,  1am 12 Jun 2014,Wed,night,12,Jun
42,  2am 12 Jun 2014,Wed,night,12,Jun
37,  3am 12 Jun 2014,Wed,night,12,Jun
44,  4am 12 Jun 2014,Wed,night,12,Jun
39,  5am 12 Jun 2014,Wed,night,12,Jun
34,  6am 12 Jun 2014,Wed,morning,12,Jun
22,  7am 12 Jun 2014,Wed,morning,12,Jun
29,  8am 12 Jun 2014,Wed,morning,12,Jun
42,  9am 12 Jun 2014,Wed,morning,12,Jun
52,  10am 12 Jun 2014,Wed,morning,12,Jun
53,  11am 12 Jun 2014,Wed,morning,12,Jun
55,  12pm 12 Jun 2014,Wed,afternoon,12,Jun
57,  1pm 12 Jun 2014,Wed,afternoon,12,Jun
54,  2pm 12 Jun 2014,Wed,afternoon,12,Jun
52,  3pm 12 Jun 2014,Wed,afternoon,12,Jun
